"[29] N. Sardana and J. Frankle. Beyond chinchilla-optimal: Accounting for inference in language model",""
"scaling laws, 2023.",""
"[30] W. Saunders, C. Yeh, J. Wu, S. Bills, L. Ouyang, J. Ward, and J. Leike. Self-critiquing models for",""
"assisting human evaluators, 2022.",""
"[31] A. Setlur, S. Garg, X. Geng, N. Garg, V. Smith, and A. Kumar. Rl on incorrect synthetic data scales",""
"the efficiency of llm math reasoning by eight-fold. arXiv preprint arXiv:2406.14532, 2024.",""
"[32] Z. Shao, P. Wang, Q. Zhu, R. Xu, J. Song, X. Bi, H. Zhang, M. Zhang, Y. K. Li, Y. Wu, and D. Guo.",""
"","Deepseekmath: Pushing the limits of mathematical reasoning in open language models, 2024."
"[33] A. Sharma, S. Keh, E. Mitchell, C. Finn, K. Arora, and T. Kollar. A critical evaluation of ai feedback",""
"for aligning large language models, 2024. URL https://arxiv.org/abs/2402.12366.",""
"[34] N. Shinn, F. Cassano, E. Berman, A. Gopinath, K. Narasimhan, and S. Yao. Reflexion: Language",""
"agents with verbal reinforcement learning, 2023.",""
"[35] A. Singh, J. D. Co-Reyes, R. Agarwal, A. Anand, P. Patil, X. Garcia, P. J. Liu, J. Harrison, J. Lee, K. Xu,",""
"","A. Parisi, A. Kumar, A. Alemi, A. Rizkowsky, A. Nova, B. Adlam, B. Bohnet, G. Elsayed, H. Sedghi,"
"","I. Mordatch, I. Simpson, I. Gur, J. Snoek, J. Pennington, J. Hron, K. Kenealy, K. Swersky, K. Mahajan,"
"","L. Culp, L. Xiao, M. L. Bileschi, N. Constant, R. Novak, R. Liu, T. Warkentin, Y. Qian, Y. Bansal,"
"","E. Dyer, B. Neyshabur, J. Sohl-Dickstein, and N. Fiedel. Beyond human data: Scaling self-training"
"for problem-solving with language models, 2024.",""
"[36] C. Snell, E. Wallace, D. Klein, and S. Levine.","Predicting emergent capabilities by finetuning."
"Conference on Language Modeling 2024, 2024.",""
"[37] K. Stechly, M. Marquez, and S. Kambhampati. Gpt-4 doesn’t know it’s wrong: An analysis of iterative",""
"prompting for reasoning problems, 2023.",""
